Model,Count,Year,Month,ID,Mærke,Producent,Producent_nationalitet,Drivmiddel,CO2_Type,Segment
Skoda Enyaq iV,413,2026,M07,1006.0,Skoda,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
BMW iX3,326,2026,M07,1224.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Citroen C3,282,2026,M07,1012.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Mercedes-Benz GLB,274,2026,M07,1088.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Toyota Yaris Cross,274,2026,M07,1020.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Toyota Urban Cruiser,264,2026,M07,1004.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz CLA,252,2026,M07,1022.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen ID.7,249,2026,M07,1017.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volvo EX40,249,2026,M07,1018.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Cupra Formentor,244,2026,M07,1062.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW iX1,241,2026,M07,1009.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Zeekr 7GT,235,2026,M07,,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Citroen C5 Aircross,227,2026,M07,1032.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Nissan Qashqai,220,2026,M07,1035.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Volkswagen T-Roc,216,2026,M07,1080.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Toyota C-HR+,207,2026,M07,,Toyota,Toyota Motor Corporation,Japan,El,Nul-emission,SUV/Crossover
Cupra Raval,202,2026,M07,,Cupra,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Renault R5,179,2026,M07,1008.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Mercedes-Benz GLC,163,2026,M07,1076.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Suzuki Vitara,152,2026,M07,1029.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Volkswagen ID.3 Neo,150,2026,M07,,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Peugeot 3008,144,2026,M07,1036.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
BMW 3'er,142,2026,M07,1051.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Cupra Tavascan,139,2026,M07,1065.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Zeekr 7X,137,2026,M07,1028.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Peugeot 208,130,2026,M07,1024.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Ford Explorer,129,2026,M07,1023.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Renault R4,128,2026,M07,1016.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Suzuki Swift,126,2026,M07,1034.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,Personbil
Renault Twingo,125,2026,M07,,Renault,Renault Group,Frankrig,El,Nul-emission,Personbil
Leapmotor B10,123,2026,M07,1031.0,Leapmotor,Leapmotor,Kina,El,Nul-emission,Personbil
Volvo EX30,117,2026,M07,1056.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Polestar 4,116,2026,M07,1048.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Kia Niro,111,2026,M07,1244.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Audi Q4 e-tron,110,2026,M07,1003.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
BMW X1,105,2026,M07,1013.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Nissan Micra,102,2026,M07,1055.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Jaecoo J5,99,2026,M07,1116.0,Jaecoo,Chery Group,Kina,Benzin,Fossil,Personbil
Mercedes-Benz EQA,98,2026,M07,1026.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Cupra Born,94,2026,M07,1007.0,Cupra,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Cupra Leon,91,2026,M07,1100.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Hyundai Kona,90,2026,M07,1043.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Kia EV3,90,2026,M07,1033.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
MG S5,90,2026,M07,1046.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Kia EV5,88,2026,M07,1164.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Citroen C3 Aircross,86,2026,M07,1014.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Volkswagen Passat,85,2026,M07,1125.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Audi A6 e-tron,82,2026,M07,1038.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Audi Q5,82,2026,M07,1137.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz GLA,80,2026,M07,1090.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
MG S6 EV,80,2026,M07,1101.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
BMW 5'er,78,2026,M07,1063.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Audi Q6 e-tron,77,2026,M07,1160.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
MG 4,77,2026,M07,1037.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Hyundai Ioniq 5,75,2026,M07,1050.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Mazda CX-5,74,2026,M07,1311.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Xpeng G9,74,2026,M07,1068.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Peugeot 5008,69,2026,M07,1039.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Toyota Yaris,68,2026,M07,1057.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
BMW i5,67,2026,M07,1049.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Xpeng P7+,66,2026,M07,,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
BMW i4,64,2026,M07,1045.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Peugeot 2008,64,2026,M07,1030.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Ford Puma,60,2026,M07,1054.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Nissan Leaf,60,2026,M07,1318.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Renault Scenic,60,2026,M07,1021.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Renault Symbioz,59,2026,M07,1085.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Dacia Sandero,57,2026,M07,1231.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
Kia PV5,57,2026,M07,1066.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Skoda Karoq,56,2026,M07,1094.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Audi A3,55,2026,M07,1064.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BYD Dolphin Surf,53,2026,M07,1095.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Skoda Octavia,53,2026,M07,1157.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Seat Arona,51,2026,M07,1177.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Hyundai Inster,50,2026,M07,1061.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
BYD Sealion 7,47,2026,M07,1096.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Ford Capri,46,2026,M07,1052.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Fiat Grande Panda,45,2026,M07,1122.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Mini 3-dørs,44,2026,M07,1083.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Renault Austral,43,2026,M07,1025.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Skoda Kodiaq,42,2026,M07,1047.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BYD Seal U,41,2026,M07,1104.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
BYD Atto 3 Evo,38,2026,M07,,BYD,BYD Auto,Kina,El,Nul-emission,SUV/Crossover
Opel Frontera,38,2026,M07,1077.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Hyundai Ioniq 6,35,2026,M07,1133.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Renault Trafic,35,2026,M07,1176.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Renault Clio,34,2026,M07,1111.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Honda e:Ny1,33,2026,M07,1086.0,Honda,Honda Motor Co.,Japan,El,Nul-emission,Personbil
Kia EV9,32,2026,M07,1058.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Deepal S05,31,2026,M07,,Deepal,Changan Automobile,Kina,El,Nul-emission,SUV/Crossover
Audi Q3,29,2026,M07,1099.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz C-Klasse,29,2026,M07,1098.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
BMW iX2,28,2026,M07,1087.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Ford Tourneo Custom,28,2026,M07,1082.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Audi A5,27,2026,M07,1115.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQE,27,2026,M07,1074.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Renault Megane E-Tech,26,2026,M07,1041.0,Renault,Renault Group,Frankrig,El,Nul-emission,Personbil
Opel Grandland,24,2026,M07,1072.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Volvo EX90,24,2026,M07,1081.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Mini Aceman,23,2026,M07,1079.0,Mini,BMW Group,Tyskland,El,Nul-emission,Personbil
Subaru Uncharted,23,2026,M07,,Subaru,Subaru Corporation,Japan,El,Nul-emission,SUV/Crossover
Mazda 6e,22,2026,M07,1019.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Skoda Scala,22,2026,M07,1130.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BYD Atto 2,21,2026,M07,1106.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Ford Mustang Mach-E,21,2026,M07,1147.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Toyota Aygo X,20,2026,M07,1042.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
BMW X3,19,2026,M07,1141.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Kia EV2,19,2026,M07,,Kia,Hyundai Motor Group,Sydkorea,El,Nul-emission,SUV/Crossover
BYD Dolphin,18,2026,M07,1187.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Volkswagen ID.3,18,2026,M07,1011.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.5,18,2026,M07,1053.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Lexus RZ,17,2026,M07,1075.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
BMW iX,16,2026,M07,1089.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BYD Tang,16,2026,M07,1126.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Mercedes-Benz A-Klasse,16,2026,M07,1123.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Omoda 5,16,2026,M07,1129.0,Omoda,Chery Group,Kina,Benzin,Fossil,Personbil
Polestar 2,16,2026,M07,1097.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
BYD Seal,15,2026,M07,1107.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Porsche Cayenne,15,2026,M07,1208.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Toyota Corolla Cross,15,2026,M07,1124.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Volvo EX60,15,2026,M07,,Volvo,Geely (Lynk & Co),Kina,El,Nul-emission,SUV/Crossover
BMW 1'er,14,2026,M07,1067.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Kia EV6,14,2026,M07,1069.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Subaru E-Outback,14,2026,M07,,Subaru,Subaru Corporation,Japan,El,Nul-emission,SUV/Crossover
Alfa Romeo Junior,13,2026,M07,1221.0,Alfa Romeo,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Audi A6,13,2026,M07,1159.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Fisker Ocean,13,2026,M07,1233.0,Fisker,Fisker Inc.,USA,El,Nul-emission,Personbil
Mini Countryman,13,2026,M07,1102.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Audi Q2,12,2026,M07,1071.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW 4'er,12,2026,M07,1185.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz Sprinter,12,2026,M07,1134.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Tesla Model 3,12,2026,M07,1179.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Ford Transit,11,2026,M07,1091.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Kia EV4,11,2026,M07,1059.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Skoda Kamiq,11,2026,M07,1112.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Porsche Macan,10,2026,M07,1119.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Volvo EC40,10,2026,M07,1093.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Volvo ES90,10,2026,M07,1105.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Exlantix ET,9,2026,M07,1132.0,Exlantix,Chery Group,Kina,El,Nul-emission,Personbil
Mercedes-Benz E-Klasse,9,2026,M07,1128.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Subaru Solterra,9,2026,M07,1113.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,Personbil
Toyota Proace Verso,9,2026,M07,1135.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Zeekr X,9,2026,M07,1114.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
MG ZS,8,2026,M07,1040.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Skyworth K,8,2026,M07,1121.0,Skyworth,Skyworth,Ukendt,El,Nul-emission,Personbil
Dacia Bigster,7,2026,M07,1278.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
Hyundai Ioniq 9,7,2026,M07,1118.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
KGM Torres EVX,7,2026,M07,1108.0,KGM,KG Mobility (tidl. SsangYong),Sydkorea,El,Nul-emission,SUV/Crossover
Mercedes-Benz EQE SUV,7,2026,M07,1110.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
MG Cyberster,7,2026,M07,1173.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Nissan Ariya,7,2026,M07,1070.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Nissan Juke,7,2026,M07,1103.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Renault Captur,7,2026,M07,1266.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Exlantix ES,6,2026,M07,1142.0,Exlantix,Chery Group,Kina,El,Nul-emission,Personbil
Seat Ibiza,6,2026,M07,1073.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Suzuki SX4,6,2026,M07,1131.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mercedes-Benz EQB,5,2026,M07,1027.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz G-Klasse,5,2026,M07,1170.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz V-Klasse,5,2026,M07,1171.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Navor E5,5,2026,M07,1078.0,Navor,DFSK Motor,Kina,Benzin,Fossil,Personbil
Skoda Fabia,5,2026,M07,1211.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen Golf,5,2026,M07,1219.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Cupra Terramar,4,2026,M07,1044.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Renault Master,4,2026,M07,1120.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Volkswagen Tiguan,4,2026,M07,1145.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW i7,3,2026,M07,1146.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BMW i7,3,2026,M07,,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Citroen Berlingo,3,2026,M07,1117.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Mazda 2,3,2026,M07,1153.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Polaris Ranger,3,2026,M07,1404.0,Polaris,Polaris,USA,Benzin,Fossil,ATV/UTV/Andet
Polestar 3,3,2026,M07,1263.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Porsche 911,3,2026,M07,1264.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Porsche Taycan,3,2026,M07,1175.0,Porsche,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen Multivan,3,2026,M07,1274.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Alpine A390,2,2026,M07,,Alpine,Renault Group,Frankrig,El,Nul-emission,SUV/Crossover
BMW 2'er,2,2026,M07,1223.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Can-Am Outlander EV,2,2026,M07,,Can-Am,Bombardier Recreational Products,Canada,El,Nul-emission,ATV/UTV/Andet
DS N°8,2,2026,M07,,DS,Stellantis,Europæisk (Multinational),El,Nul-emission,SUV/Crossover
Honda CR-V,2,2026,M07,1127.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Honda HR-V,2,2026,M07,1149.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Hongqi EHS7,2,2026,M07,1138.0,Hongqi,FAW (Hongqi),Kina,El,Nul-emission,Personbil
Hyundai Bayon,2,2026,M07,1151.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
JAC e-JS4,2,2026,M07,1303.0,JAC,JAC Motors,Kina,Benzin,Fossil,Personbil
Kandi Innovator,2,2026,M07,,Kandi,Kandi Technologies Group,Kina,El,Nul-emission,ATV/UTV/Andet
Land Rover Range Rover Evoque,2,2026,M07,1287.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,El,Fossil,SUV/Crossover
Maserati Grecale,2,2026,M07,1152.0,Maserati,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Mercedes-Benz CLE,2,2026,M07,1257.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQS SUV,2,2026,M07,1200.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
Mercedes-Benz GLE,2,2026,M07,1144.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
MG HS,2,2026,M07,1109.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
MG IM6,2,2026,M07,,MG,SAIC Motor (MG),Kina,El,Nul-emission,SUV/Crossover
Mini Cabriolet,2,2026,M07,1370.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Nio Firefly,2,2026,M07,1203.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Peugeot Expert,2,2026,M07,1363.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Volkswagen Caravelle,2,2026,M07,1217.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Volkswagen Crafter,2,2026,M07,1218.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Volkswagen ID. Polo,2,2026,M07,,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen T-Cross,2,2026,M07,1181.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Yunlong JJ2000DBP,2,2026,M07,1277.0,Yunlong,MG,Kina,Benzin,Fossil,Personbil
Alpine A290,1,2026,M07,,Alpine,Renault Group,Frankrig,El,Nul-emission,Personbil
Aston Martin DB12,1,2026,M07,,Aston Martin,Aston Martin Lagonda,Storbritannien,Benzin,Fossil,Personbil
Audi e-tron GT,1,2026,M07,1284.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Bentley Continental,1,2026,M07,1352.0,Bentley,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Can-Am Outlander,1,2026,M07,1226.0,Can-Am,Bombardier Recreational Products,Canada,Benzin,Fossil,ATV/UTV/Andet
CFMOTO CForce 1000 Touring,1,2026,M07,1423.0,CFMOTO,CFMOTO,Kina,Benzin,Fossil,ATV/UTV/Andet
Citroen AMI,1,2026,M07,1390.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Deepal S07,1,2026,M07,,Deepal,Changan Automobile,Kina,El,Nul-emission,SUV/Crossover
Elveon Min-E,1,2026,M07,,Elveon,SAIC-GM-Wuling,Kina,El,Nul-emission,Personbil
Evolution DEL2023DUB,1,2026,M07,,Evolution,Evolution Electric Vehicles,USA,El,Nul-emission,ATV/UTV/Andet
Fiat Topolino,1,2026,M07,,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Ford Kuga,1,2026,M07,1060.0,Ford,Ford Motor Company,USA,Hybrid,Lav-emission,Personbil
Ford Transit Custom,1,2026,M07,1192.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Harley Davidson FLTRT,1,2026,M07,,Harley Davidson,Harley Davidson,USA,Benzin,Fossil,ATV/UTV/Andet
HDK,1,2026,M07,,HDK,HDK Automotive,Kina,El,Nul-emission,ATV/UTV/Andet
Hisun HS5DUTV-2,1,2026,M07,1148.0,Hisun,"Chongqing Huansong Industrial (Group) Co., Ltd.",Kina,Benzin,Fossil,ATV/UTV/Andet
Honda Civic,1,2026,M07,1163.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Honda Prelude,1,2026,M07,,Honda,Honda Motor Company,Japan,Benzin,Fossil,Personbil
Kandi Cowboy,1,2026,M07,,Kandi,Chery Group,Kina,Benzin,Fossil,Personbil
Land Rover Range Rover Sport,1,2026,M07,1196.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Land Rover Range Rover Velar,1,2026,M07,1307.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Lotus Eletre,1,2026,M07,1254.0,Lotus,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
MAN TGE,1,2026,M07,1197.0,MAN,TRATON (Volkswagen Group),Tyskland,Benzin,Fossil,Varebil/MPV
Mazda CX-30,1,2026,M07,1084.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mazda MX-30,1,2026,M07,1199.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mazda MX-5,1,2026,M07,1346.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz EQS,1,2026,M07,1169.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz EQV,1,2026,M07,1155.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
MG 3,1,2026,M07,1172.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
MG IM5,1,2026,M07,,MG,SAIC Motor (MG),Kina,El,Nul-emission,Personbil
Microlino,1,2026,M07,1174.0,Microlino,Micro,Schweitz/Italien,El,Nul-emission,ATV/UTV/Andet
Nio ET5,1,2026,M07,1354.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Opel Vivaro,1,2026,M07,1416.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Peugeot 308,1,2026,M07,1206.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Tesla Model X,1,2026,M07,1214.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Toyota Proace City,1,2026,M07,1290.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Volkswagen Polo,1,2026,M07,1140.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Volvo V90,1,2026,M07,1220.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Volvo XC60,1,2026,M07,1275.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Zeekr 001,1,2026,M07,1136.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Toyota bZ4X,42,2025,M07,1000.0,Toyota,Toyota Motor Corporation,Japan,El,Nul-emission,Personbil
